id;id_ccaa;destino;motivo;fecha;turistas
1394;4;Balears, Illes;Otros motivos;2023-08-01;25302
1395;4;Balears, Illes;Otros motivos;2023-07-01;27745
1396;4;Balears, Illes;Otros motivos;2023-06-01;48964
1397;4;Balears, Illes;Otros motivos;2023-05-01;52858
1398;4;Balears, Illes;Otros motivos;2023-04-01;81577
1399;4;Balears, Illes;Otros motivos;2023-03-01;36338
1400;4;Balears, Illes;Otros motivos;2023-02-01;24338
1401;4;Balears, Illes;Otros motivos;2023-01-01;16404
1402;4;Balears, Illes;Otros motivos;2022-12-01;20030
1403;4;Balears, Illes;Otros motivos;2022-11-01;12285
1404;4;Balears, Illes;Otros motivos;2022-10-01;40352
1405;4;Balears, Illes;Otros motivos;2022-09-01;25990
1406;4;Balears, Illes;Otros motivos;2022-08-01;18087
1408;4;Balears, Illes;Otros motivos;2022-06-01;28199
1409;4;Balears, Illes;Otros motivos;2022-05-01;43855
1410;4;Balears, Illes;Otros motivos;2022-04-01;70639
1411;4;Balears, Illes;Otros motivos;2022-03-01;28301
1412;4;Balears, Illes;Otros motivos;2022-02-01;17130
1413;4;Balears, Illes;Otros motivos;2022-01-01;14678
1414;4;Balears, Illes;Otros motivos;2021-12-01;20175
1415;4;Balears, Illes;Otros motivos;2021-11-01;13804
1416;4;Balears, Illes;Otros motivos;2021-10-01;24284
1417;4;Balears, Illes;Otros motivos;2021-09-01;17066
1418;4;Balears, Illes;Otros motivos;2021-08-01;13581
1419;4;Balears, Illes;Otros motivos;2021-07-01;21773
1420;4;Balears, Illes;Otros motivos;2021-06-01;21230
1421;4;Balears, Illes;Otros motivos;2021-05-01;18582
1422;4;Balears, Illes;Otros motivos;2021-04-01;9721
1423;4;Balears, Illes;Otros motivos;2021-03-01;10960
1424;4;Balears, Illes;Otros motivos;2021-02-01;3403
1425;4;Balears, Illes;Otros motivos;2021-01-01;3629
1426;4;Balears, Illes;Otros motivos;2020-12-01;4784
1427;4;Balears, Illes;Otros motivos;2020-11-01;3029
1428;4;Balears, Illes;Otros motivos;2020-10-01;6922
1429;4;Balears, Illes;Otros motivos;2020-09-01;5712
1430;4;Balears, Illes;Otros motivos;2020-08-01;15969
1431;4;Balears, Illes;Otros motivos;2020-07-01;22809
1432;4;Balears, Illes;Otros motivos;2020-06-01;2613
1435;4;Balears, Illes;Otros motivos;2020-03-01;7631
1436;4;Balears, Illes;Otros motivos;2020-02-01;14705
1437;4;Balears, Illes;Otros motivos;2020-01-01;9447
1438;4;Balears, Illes;Otros motivos;2019-12-01;15172
1439;4;Balears, Illes;Otros motivos;2019-11-01;12299
1440;4;Balears, Illes;Otros motivos;2019-10-01;14163
1441;4;Balears, Illes;Otros motivos;2019-09-01;17418
1443;4;Balears, Illes;Otros motivos;2019-07-01;15460
1444;4;Balears, Illes;Otros motivos;2019-06-01;21637
1445;4;Balears, Illes;Otros motivos;2019-05-01;26979
1446;4;Balears, Illes;Otros motivos;2019-04-01;48517
1447;4;Balears, Illes;Otros motivos;2019-03-01;19232
1448;4;Balears, Illes;Otros motivos;2019-02-01;20321
1449;4;Balears, Illes;Otros motivos;2019-01-01;24468
1450;4;Balears, Illes;Otros motivos;2018-12-01;32275
1451;4;Balears, Illes;Otros motivos;2018-11-01;16450
1452;4;Balears, Illes;Otros motivos;2018-10-01;23006
1453;4;Balears, Illes;Otros motivos;2018-09-01;33082
1454;4;Balears, Illes;Otros motivos;2018-08-01;125183
1455;4;Balears, Illes;Otros motivos;2018-07-01;135250
1456;4;Balears, Illes;Otros motivos;2018-06-01;113638
1457;4;Balears, Illes;Otros motivos;2018-05-01;56597
1458;4;Balears, Illes;Otros motivos;2018-04-01;41471
1459;4;Balears, Illes;Otros motivos;2018-03-01;26126
1460;4;Balears, Illes;Otros motivos;2018-02-01;11430
1461;4;Balears, Illes;Otros motivos;2018-01-01;8889
1462;4;Balears, Illes;Otros motivos;2017-12-01;13532
1463;4;Balears, Illes;Otros motivos;2017-11-01;12232
1464;4;Balears, Illes;Otros motivos;2017-10-01;33306
1466;4;Balears, Illes;Otros motivos;2017-08-01;21746
1467;4;Balears, Illes;Otros motivos;2017-07-01;42807
1469;4;Balears, Illes;Otros motivos;2017-05-01;44184
1470;4;Balears, Illes;Otros motivos;2017-04-01;45593
1471;4;Balears, Illes;Otros motivos;2017-03-01;19373
1472;4;Balears, Illes;Otros motivos;2017-02-01;13966
1473;4;Balears, Illes;Otros motivos;2017-01-01;13533
1474;4;Balears, Illes;Otros motivos;2016-12-01;16058
1475;4;Balears, Illes;Otros motivos;2016-11-01;13858
1476;4;Balears, Illes;Otros motivos;2016-10-01;28877
1477;4;Balears, Illes;Otros motivos;2016-09-01;32799
1478;4;Balears, Illes;Otros motivos;2016-08-01;27969
1479;4;Balears, Illes;Otros motivos;2016-07-01;26562
1480;4;Balears, Illes;Otros motivos;2016-06-01;28141
1481;4;Balears, Illes;Otros motivos;2016-05-01;37335
1482;4;Balears, Illes;Otros motivos;2016-04-01;38645
1483;4;Balears, Illes;Otros motivos;2016-03-01;30701
1484;4;Balears, Illes;Otros motivos;2016-02-01;14795
1485;4;Balears, Illes;Otros motivos;2016-01-01;14638
1486;4;Balears, Illes;Otros motivos;2015-12-01;13381
1487;4;Balears, Illes;Otros motivos;2015-11-01;4998
1488;4;Balears, Illes;Otros motivos;2015-10-01;22535
1489;5;Canarias;Negocios y otros motivos profesionales;2026-01-01;29540
1491;5;Canarias;Negocios y otros motivos profesionales;2025-11-01;27563
1500;5;Canarias;Negocios y otros motivos profesionales;2025-02-01;17027
1503;5;Canarias;Negocios y otros motivos profesionales;2024-11-01;16090
1505;5;Canarias;Negocios y otros motivos profesionales;2024-09-01;11137
1508;5;Canarias;Negocios y otros motivos profesionales;2024-06-01;10887
1509;5;Canarias;Negocios y otros motivos profesionales;2024-05-01;12746
1510;5;Canarias;Negocios y otros motivos profesionales;2024-04-01;22770
1511;5;Canarias;Negocios y otros motivos profesionales;2024-03-01;15314
1512;5;Canarias;Negocios y otros motivos profesionales;2024-02-01;18694
1517;5;Canarias;Negocios y otros motivos profesionales;2023-09-01;13158
1519;5;Canarias;Negocios y otros motivos profesionales;2023-07-01;19151
1520;5;Canarias;Negocios y otros motivos profesionales;2023-06-01;8700
1522;5;Canarias;Negocios y otros motivos profesionales;2023-04-01;11839
1523;5;Canarias;Negocios y otros motivos profesionales;2023-03-01;12988
1524;5;Canarias;Negocios y otros motivos profesionales;2023-02-01;21120
1525;5;Canarias;Negocios y otros motivos profesionales;2023-01-01;16681
1526;5;Canarias;Negocios y otros motivos profesionales;2022-12-01;16460
1527;5;Canarias;Negocios y otros motivos profesionales;2022-11-01;12071
1528;5;Canarias;Negocios y otros motivos profesionales;2022-10-01;16707
1533;5;Canarias;Negocios y otros motivos profesionales;2022-05-01;12660
1534;5;Canarias;Negocios y otros motivos profesionales;2022-04-01;14278
1535;5;Canarias;Negocios y otros motivos profesionales;2022-03-01;13600
1536;5;Canarias;Negocios y otros motivos profesionales;2022-02-01;13812
1537;5;Canarias;Negocios y otros motivos profesionales;2022-01-01;10235
1538;5;Canarias;Negocios y otros motivos profesionales;2021-12-01;16229
1539;5;Canarias;Negocios y otros motivos profesionales;2021-11-01;9443
1540;5;Canarias;Negocios y otros motivos profesionales;2021-10-01;11200
1544;5;Canarias;Negocios y otros motivos profesionales;2021-06-01;8903
1545;5;Canarias;Negocios y otros motivos profesionales;2021-05-01;12290
1546;5;Canarias;Negocios y otros motivos profesionales;2021-04-01;6591
1547;5;Canarias;Negocios y otros motivos profesionales;2021-03-01;8382
1548;5;Canarias;Negocios y otros motivos profesionales;2021-02-01;3701
1549;5;Canarias;Negocios y otros motivos profesionales;2021-01-01;2721
1550;5;Canarias;Negocios y otros motivos profesionales;2020-12-01;5257
1551;5;Canarias;Negocios y otros motivos profesionales;2020-11-01;5344
1552;5;Canarias;Negocios y otros motivos profesionales;2020-10-01;2462
1562;5;Canarias;Negocios y otros motivos profesionales;2019-12-01;17332
1563;5;Canarias;Negocios y otros motivos profesionales;2019-11-01;20448
1565;5;Canarias;Negocios y otros motivos profesionales;2019-09-01;12366
1569;5;Canarias;Negocios y otros motivos profesionales;2019-05-01;33691
1571;5;Canarias;Negocios y otros motivos profesionales;2019-03-01;10440
1573;5;Canarias;Negocios y otros motivos profesionales;2019-01-01;14726
1574;5;Canarias;Negocios y otros motivos profesionales;2018-12-01;18045
1576;5;Canarias;Negocios y otros motivos profesionales;2018-10-01;18312
1586;5;Canarias;Negocios y otros motivos profesionales;2017-12-01;15900
1608;5;Canarias;Negocios y otros motivos profesionales;2016-02-01;10605
1609;5;Canarias;Negocios y otros motivos profesionales;2016-01-01;12065
1610;5;Canarias;Negocios y otros motivos profesionales;2015-12-01;13529
1611;5;Canarias;Negocios y otros motivos profesionales;2015-11-01;16572
1613;5;Canarias;Ocio, recreo y vacaciones;2026-01-01;1375780
1614;5;Canarias;Ocio, recreo y vacaciones;2025-12-01;1399053
1615;5;Canarias;Ocio, recreo y vacaciones;2025-11-01;1408686
1616;5;Canarias;Ocio, recreo y vacaciones;2025-10-01;1337700
1617;5;Canarias;Ocio, recreo y vacaciones;2025-09-01;1082896
1618;5;Canarias;Ocio, recreo y vacaciones;2025-08-01;1216167
1619;5;Canarias;Ocio, recreo y vacaciones;2025-07-01;1215935
1620;5;Canarias;Ocio, recreo y vacaciones;2025-06-01;1058479
1621;5;Canarias;Ocio, recreo y vacaciones;2025-05-01;1052131
1622;5;Canarias;Ocio, recreo y vacaciones;2025-04-01;1290920
1623;5;Canarias;Ocio, recreo y vacaciones;2025-03-01;1524111
1624;5;Canarias;Ocio, recreo y vacaciones;2025-02-01;1412436
1625;5;Canarias;Ocio, recreo y vacaciones;2025-01-01;1326897
1626;5;Canarias;Ocio, recreo y vacaciones;2024-12-01;1411055
1627;5;Canarias;Ocio, recreo y vacaciones;2024-11-01;1417821
1628;5;Canarias;Ocio, recreo y vacaciones;2024-10-01;1336399
1629;5;Canarias;Ocio, recreo y vacaciones;2024-09-01;1080825
1630;5;Canarias;Ocio, recreo y vacaciones;2024-08-01;1154616
1631;5;Canarias;Ocio, recreo y vacaciones;2024-07-01;1137111
1632;5;Canarias;Ocio, recreo y vacaciones;2024-06-01;1021469
1633;5;Canarias;Ocio, recreo y vacaciones;2024-05-01;1005477
1634;5;Canarias;Ocio, recreo y vacaciones;2024-04-01;1132238
1635;5;Canarias;Ocio, recreo y vacaciones;2024-03-01;1508398
1636;5;Canarias;Ocio, recreo y vacaciones;2024-02-01;1372484
1637;5;Canarias;Ocio, recreo y vacaciones;2024-01-01;1292731
1638;5;Canarias;Ocio, recreo y vacaciones;2023-12-01;1330231
1639;5;Canarias;Ocio, recreo y vacaciones;2023-11-01;1297073
1640;5;Canarias;Ocio, recreo y vacaciones;2023-10-01;1222598
1641;5;Canarias;Ocio, recreo y vacaciones;2023-09-01;993215
1642;5;Canarias;Ocio, recreo y vacaciones;2023-08-01;1044540
1643;5;Canarias;Ocio, recreo y vacaciones;2023-07-01;1037871
1644;5;Canarias;Ocio, recreo y vacaciones;2023-06-01;926073
1645;5;Canarias;Ocio, recreo y vacaciones;2023-05-01;936353
1646;5;Canarias;Ocio, recreo y vacaciones;2023-04-01;1121311
1647;5;Canarias;Ocio, recreo y vacaciones;2023-03-01;1264277
1648;5;Canarias;Ocio, recreo y vacaciones;2023-02-01;1184517
1649;5;Canarias;Ocio, recreo y vacaciones;2023-01-01;1170698
1650;5;Canarias;Ocio, recreo y vacaciones;2022-12-01;1171026
1651;5;Canarias;Ocio, recreo y vacaciones;2022-11-01;1149233
1652;5;Canarias;Ocio, recreo y vacaciones;2022-10-01;1151770
1653;5;Canarias;Ocio, recreo y vacaciones;2022-09-01;909172
1654;5;Canarias;Ocio, recreo y vacaciones;2022-08-01;1022208
1655;5;Canarias;Ocio, recreo y vacaciones;2022-07-01;1007236
1656;5;Canarias;Ocio, recreo y vacaciones;2022-06-01;881912
1657;5;Canarias;Ocio, recreo y vacaciones;2022-05-01;851627
1658;5;Canarias;Ocio, recreo y vacaciones;2022-04-01;1078298
1659;5;Canarias;Ocio, recreo y vacaciones;2022-03-01;1091263
1660;5;Canarias;Ocio, recreo y vacaciones;2022-02-01;943123
1661;5;Canarias;Ocio, recreo y vacaciones;2022-01-01;735983
1662;5;Canarias;Ocio, recreo y vacaciones;2021-12-01;874484
1663;5;Canarias;Ocio, recreo y vacaciones;2021-11-01;990002
1664;5;Canarias;Ocio, recreo y vacaciones;2021-10-01;970290
1665;5;Canarias;Ocio, recreo y vacaciones;2021-09-01;591677
1666;5;Canarias;Ocio, recreo y vacaciones;2021-08-01;554982
1667;5;Canarias;Ocio, recreo y vacaciones;2021-07-01;392813
1668;5;Canarias;Ocio, recreo y vacaciones;2021-06-01;204023
1669;5;Canarias;Ocio, recreo y vacaciones;2021-05-01;141633
1670;5;Canarias;Ocio, recreo y vacaciones;2021-04-01;96853
1671;5;Canarias;Ocio, recreo y vacaciones;2021-03-01;86229
1672;5;Canarias;Ocio, recreo y vacaciones;2021-02-01;67621
1673;5;Canarias;Ocio, recreo y vacaciones;2021-01-01;79925
1674;5;Canarias;Ocio, recreo y vacaciones;2020-12-01;192472
1675;5;Canarias;Ocio, recreo y vacaciones;2020-11-01;150255
1676;5;Canarias;Ocio, recreo y vacaciones;2020-10-01;129940
1677;5;Canarias;Ocio, recreo y vacaciones;2020-09-01;89412
1678;5;Canarias;Ocio, recreo y vacaciones;2020-08-01;232332
1679;5;Canarias;Ocio, recreo y vacaciones;2020-07-01;199116
1680;5;Canarias;Ocio, recreo y vacaciones;2020-06-01;2245
1683;5;Canarias;Ocio, recreo y vacaciones;2020-03-01;448557
1684;5;Canarias;Ocio, recreo y vacaciones;2020-02-01;1146405
1685;5;Canarias;Ocio, recreo y vacaciones;2020-01-01;1081193
1686;5;Canarias;Ocio, recreo y vacaciones;2019-12-01;1169806
1687;5;Canarias;Ocio, recreo y vacaciones;2019-11-01;1143113
1688;5;Canarias;Ocio, recreo y vacaciones;2019-10-01;1128016
1689;5;Canarias;Ocio, recreo y vacaciones;2019-09-01;932691
1690;5;Canarias;Ocio, recreo y vacaciones;2019-08-01;1031789
1691;5;Canarias;Ocio, recreo y vacaciones;2019-07-01;1014336
1692;5;Canarias;Ocio, recreo y vacaciones;2019-06-01;910744
1693;5;Canarias;Ocio, recreo y vacaciones;2019-05-01;845203
1694;5;Canarias;Ocio, recreo y vacaciones;2019-04-01;1086350
1695;5;Canarias;Ocio, recreo y vacaciones;2019-03-01;1309485
1696;5;Canarias;Ocio, recreo y vacaciones;2019-02-01;1158729
1697;5;Canarias;Ocio, recreo y vacaciones;2019-01-01;1134278
1698;5;Canarias;Ocio, recreo y vacaciones;2018-12-01;1225685
1699;5;Canarias;Ocio, recreo y vacaciones;2018-11-01;1160015
1700;5;Canarias;Ocio, recreo y vacaciones;2018-10-01;1227091
1701;5;Canarias;Ocio, recreo y vacaciones;2018-09-01;1021229
1702;5;Canarias;Ocio, recreo y vacaciones;2018-08-01;1083251
1703;5;Canarias;Ocio, recreo y vacaciones;2018-07-01;1104285
1704;5;Canarias;Ocio, recreo y vacaciones;2018-06-01;981915
1705;5;Canarias;Ocio, recreo y vacaciones;2018-05-01;944669
1706;5;Canarias;Ocio, recreo y vacaciones;2018-04-01;1079494
1707;5;Canarias;Ocio, recreo y vacaciones;2018-03-01;1322096
1708;5;Canarias;Ocio, recreo y vacaciones;2018-02-01;1170262
1709;5;Canarias;Ocio, recreo y vacaciones;2018-01-01;1159764
1710;5;Canarias;Ocio, recreo y vacaciones;2017-12-01;1221915
1711;5;Canarias;Ocio, recreo y vacaciones;2017-11-01;1221648
1712;5;Canarias;Ocio, recreo y vacaciones;2017-10-01;1285656
1713;5;Canarias;Ocio, recreo y vacaciones;2017-09-01;1094163
1714;5;Canarias;Ocio, recreo y vacaciones;2017-08-01;1145676
1715;5;Canarias;Ocio, recreo y vacaciones;2017-07-01;1167334
1716;5;Canarias;Ocio, recreo y vacaciones;2017-06-01;1003676
1717;5;Canarias;Ocio, recreo y vacaciones;2017-05-01;964380
1718;5;Canarias;Ocio, recreo y vacaciones;2017-04-01;1237916
1719;5;Canarias;Ocio, recreo y vacaciones;2017-03-01;1264982
1720;5;Canarias;Ocio, recreo y vacaciones;2017-02-01;1168042
1721;5;Canarias;Ocio, recreo y vacaciones;2017-01-01;1162993
1722;5;Canarias;Ocio, recreo y vacaciones;2016-12-01;1223876
1723;5;Canarias;Ocio, recreo y vacaciones;2016-11-01;1128790
1724;5;Canarias;Ocio, recreo y vacaciones;2016-10-01;1236398
1725;5;Canarias;Ocio, recreo y vacaciones;2016-09-01;971258
1726;5;Canarias;Ocio, recreo y vacaciones;2016-08-01;1099833
1727;5;Canarias;Ocio, recreo y vacaciones;2016-07-01;1118838
1728;5;Canarias;Ocio, recreo y vacaciones;2016-06-01;912300
1729;5;Canarias;Ocio, recreo y vacaciones;2016-05-01;882784
1730;5;Canarias;Ocio, recreo y vacaciones;2016-04-01;1043627
1731;5;Canarias;Ocio, recreo y vacaciones;2016-03-01;1172829
1732;5;Canarias;Ocio, recreo y vacaciones;2016-02-01;1092324
1733;5;Canarias;Ocio, recreo y vacaciones;2016-01-01;1073252
1734;5;Canarias;Ocio, recreo y vacaciones;2015-12-01;1028306
1735;5;Canarias;Ocio, recreo y vacaciones;2015-11-01;1072938
1736;5;Canarias;Ocio, recreo y vacaciones;2015-10-01;1064203
1737;5;Canarias;Otros motivos;2026-01-01;22601
1738;5;Canarias;Otros motivos;2025-12-01;36779
1739;5;Canarias;Otros motivos;2025-11-01;25942
1740;5;Canarias;Otros motivos;2025-10-01;19400
1741;5;Canarias;Otros motivos;2025-09-01;16112
1746;5;Canarias;Otros motivos;2025-04-01;25887
1748;5;Canarias;Otros motivos;2025-02-01;15111
1749;5;Canarias;Otros motivos;2025-01-01;22901
1750;5;Canarias;Otros motivos;2024-12-01;29400
1753;5;Canarias;Otros motivos;2024-09-01;13810
1755;5;Canarias;Otros motivos;2024-07-01;17119
1757;5;Canarias;Otros motivos;2024-05-01;19424
1758;5;Canarias;Otros motivos;2024-04-01;28289
1759;5;Canarias;Otros motivos;2024-03-01;19511
1761;5;Canarias;Otros motivos;2024-01-01;17343
1762;5;Canarias;Otros motivos;2023-12-01;29523
1763;5;Canarias;Otros motivos;2023-11-01;24492
1764;5;Canarias;Otros motivos;2023-10-01;37092
1765;5;Canarias;Otros motivos;2023-09-01;19884
1767;5;Canarias;Otros motivos;2023-07-01;13530
1768;5;Canarias;Otros motivos;2023-06-01;13056
1769;5;Canarias;Otros motivos;2023-05-01;25105
1770;5;Canarias;Otros motivos;2023-04-01;27074
1771;5;Canarias;Otros motivos;2023-03-01;20195
1772;5;Canarias;Otros motivos;2023-02-01;25046
1773;5;Canarias;Otros motivos;2023-01-01;21906
1774;5;Canarias;Otros motivos;2022-12-01;32162
1775;5;Canarias;Otros motivos;2022-11-01;23996
1776;5;Canarias;Otros motivos;2022-10-01;16049
1781;5;Canarias;Otros motivos;2022-05-01;19267
1782;5;Canarias;Otros motivos;2022-04-01;17540
1783;5;Canarias;Otros motivos;2022-03-01;18446
1785;5;Canarias;Otros motivos;2022-01-01;13548
1786;5;Canarias;Otros motivos;2021-12-01;12250
1787;5;Canarias;Otros motivos;2021-11-01;13847
1789;5;Canarias;Otros motivos;2021-09-01;9222
1790;5;Canarias;Otros motivos;2021-08-01;9313
1791;5;Canarias;Otros motivos;2021-07-01;13103
1792;5;Canarias;Otros motivos;2021-06-01;8411
1793;5;Canarias;Otros motivos;2021-05-01;7456
1794;5;Canarias;Otros motivos;2021-04-01;5986
1795;5;Canarias;Otros motivos;2021-03-01;5913
1796;5;Canarias;Otros motivos;2021-02-01;2959
1797;5;Canarias;Otros motivos;2021-01-01;3933
1798;5;Canarias;Otros motivos;2020-12-01;9335
1799;5;Canarias;Otros motivos;2020-11-01;5066
1800;5;Canarias;Otros motivos;2020-10-01;4509
1801;5;Canarias;Otros motivos;2020-09-01;1977
1802;5;Canarias;Otros motivos;2020-08-01;6485
1803;5;Canarias;Otros motivos;2020-07-01;12036
1808;5;Canarias;Otros motivos;2020-02-01;15436
1809;5;Canarias;Otros motivos;2020-01-01;11187
1818;5;Canarias;Otros motivos;2019-04-01;12038
1819;5;Canarias;Otros motivos;2019-03-01;20694
1831;5;Canarias;Otros motivos;2018-03-01;15536
1845;5;Canarias;Otros motivos;2017-01-01;19362
1847;5;Canarias;Otros motivos;2016-11-01;23486
1849;5;Canarias;Otros motivos;2016-09-01;19957
1852;5;Canarias;Otros motivos;2016-06-01;17616
1855;5;Canarias;Otros motivos;2016-03-01;22771
1857;5;Canarias;Otros motivos;2016-01-01;23063
1858;5;Canarias;Otros motivos;2015-12-01;12307
1859;5;Canarias;Otros motivos;2015-11-01;13648
1982;6;Cantabria;Negocios y otros motivos profesionales;2015-12-01;2436
1988;6;Cantabria;Ocio, recreo y vacaciones;2025-10-01;26569
1989;6;Cantabria;Ocio, recreo y vacaciones;2025-09-01;44102
1990;6;Cantabria;Ocio, recreo y vacaciones;2025-08-01;60833
1991;6;Cantabria;Ocio, recreo y vacaciones;2025-07-01;69139
1992;6;Cantabria;Ocio, recreo y vacaciones;2025-06-01;28224
1993;6;Cantabria;Ocio, recreo y vacaciones;2025-05-01;26262
1994;6;Cantabria;Ocio, recreo y vacaciones;2025-04-01;21767
2000;6;Cantabria;Ocio, recreo y vacaciones;2024-10-01;25156
2001;6;Cantabria;Ocio, recreo y vacaciones;2024-09-01;31629
2002;6;Cantabria;Ocio, recreo y vacaciones;2024-08-01;70385
2003;6;Cantabria;Ocio, recreo y vacaciones;2024-07-01;61219
2004;6;Cantabria;Ocio, recreo y vacaciones;2024-06-01;37327
2005;6;Cantabria;Ocio, recreo y vacaciones;2024-05-01;36127
2006;6;Cantabria;Ocio, recreo y vacaciones;2024-04-01;26740
2012;6;Cantabria;Ocio, recreo y vacaciones;2023-10-01;19709
2013;6;Cantabria;Ocio, recreo y vacaciones;2023-09-01;41202
2014;6;Cantabria;Ocio, recreo y vacaciones;2023-08-01;77724
2015;6;Cantabria;Ocio, recreo y vacaciones;2023-07-01;55717
2016;6;Cantabria;Ocio, recreo y vacaciones;2023-06-01;36792
2017;6;Cantabria;Ocio, recreo y vacaciones;2023-05-01;33034
2018;6;Cantabria;Ocio, recreo y vacaciones;2023-04-01;22223
2024;6;Cantabria;Ocio, recreo y vacaciones;2022-10-01;21554
2025;6;Cantabria;Ocio, recreo y vacaciones;2022-09-01;23321
2026;6;Cantabria;Ocio, recreo y vacaciones;2022-08-01;49662
2027;6;Cantabria;Ocio, recreo y vacaciones;2022-07-01;47592
2028;6;Cantabria;Ocio, recreo y vacaciones;2022-06-01;23465
2029;6;Cantabria;Ocio, recreo y vacaciones;2022-05-01;20864
2030;6;Cantabria;Ocio, recreo y vacaciones;2022-04-01;13472
2036;6;Cantabria;Ocio, recreo y vacaciones;2021-10-01;17824
2037;6;Cantabria;Ocio, recreo y vacaciones;2021-09-01;15096
2038;6;Cantabria;Ocio, recreo y vacaciones;2021-08-01;28367
2039;6;Cantabria;Ocio, recreo y vacaciones;2021-07-01;28124
2040;6;Cantabria;Ocio, recreo y vacaciones;2021-06-01;7072
2049;6;Cantabria;Ocio, recreo y vacaciones;2020-09-01;8233
2050;6;Cantabria;Ocio, recreo y vacaciones;2020-08-01;20242
2051;6;Cantabria;Ocio, recreo y vacaciones;2020-07-01;20225
2060;6;Cantabria;Ocio, recreo y vacaciones;2019-10-01;33592
2061;6;Cantabria;Ocio, recreo y vacaciones;2019-09-01;23922
2062;6;Cantabria;Ocio, recreo y vacaciones;2019-08-01;81496
2063;6;Cantabria;Ocio, recreo y vacaciones;2019-07-01;65199
2064;6;Cantabria;Ocio, recreo y vacaciones;2019-06-01;27375
2065;6;Cantabria;Ocio, recreo y vacaciones;2019-05-01;22688
2066;6;Cantabria;Ocio, recreo y vacaciones;2019-04-01;18689
2072;6;Cantabria;Ocio, recreo y vacaciones;2018-10-01;18654
2073;6;Cantabria;Ocio, recreo y vacaciones;2018-09-01;37623
2074;6;Cantabria;Ocio, recreo y vacaciones;2018-08-01;71270
2075;6;Cantabria;Ocio, recreo y vacaciones;2018-07-01;48939
2076;6;Cantabria;Ocio, recreo y vacaciones;2018-06-01;28691
2077;6;Cantabria;Ocio, recreo y vacaciones;2018-05-01;41335
2078;6;Cantabria;Ocio, recreo y vacaciones;2018-04-01;18393
2084;6;Cantabria;Ocio, recreo y vacaciones;2017-10-01;28456
2085;6;Cantabria;Ocio, recreo y vacaciones;2017-09-01;43926
2086;6;Cantabria;Ocio, recreo y vacaciones;2017-08-01;65028
2087;6;Cantabria;Ocio, recreo y vacaciones;2017-07-01;64951
2088;6;Cantabria;Ocio, recreo y vacaciones;2017-06-01;24549
2089;6;Cantabria;Ocio, recreo y vacaciones;2017-05-01;28372
2090;6;Cantabria;Ocio, recreo y vacaciones;2017-04-01;21776
2091;6;Cantabria;Ocio, recreo y vacaciones;2017-03-01;6142
2092;6;Cantabria;Ocio, recreo y vacaciones;2017-02-01;10378
2093;6;Cantabria;Ocio, recreo y vacaciones;2017-01-01;11859
2095;6;Cantabria;Ocio, recreo y vacaciones;2016-11-01;10405
2096;6;Cantabria;Ocio, recreo y vacaciones;2016-10-01;19332
2097;6;Cantabria;Ocio, recreo y vacaciones;2016-09-01;36435
2098;6;Cantabria;Ocio, recreo y vacaciones;2016-08-01;50862
2099;6;Cantabria;Ocio, recreo y vacaciones;2016-07-01;63943
2100;6;Cantabria;Ocio, recreo y vacaciones;2016-06-01;30357
2101;6;Cantabria;Ocio, recreo y vacaciones;2016-05-01;26018
2102;6;Cantabria;Ocio, recreo y vacaciones;2016-04-01;18094
2104;6;Cantabria;Ocio, recreo y vacaciones;2016-02-01;11438
2106;6;Cantabria;Ocio, recreo y vacaciones;2015-12-01;6328
2108;6;Cantabria;Ocio, recreo y vacaciones;2015-10-01;26753
2126;6;Cantabria;Otros motivos;2024-08-01;14189
2127;6;Cantabria;Otros motivos;2024-07-01;14854
2138;6;Cantabria;Otros motivos;2023-08-01;11160
2139;6;Cantabria;Otros motivos;2023-07-01;6394
2140;6;Cantabria;Otros motivos;2023-06-01;3613
2146;6;Cantabria;Otros motivos;2022-12-01;8808
2150;6;Cantabria;Otros motivos;2022-08-01;5446
2156;6;Cantabria;Otros motivos;2022-02-01;4414
2157;6;Cantabria;Otros motivos;2022-01-01;5166
2160;6;Cantabria;Otros motivos;2021-10-01;1604
2161;6;Cantabria;Otros motivos;2021-09-01;1261
2162;6;Cantabria;Otros motivos;2021-08-01;3040
2163;6;Cantabria;Otros motivos;2021-07-01;3977
2169;6;Cantabria;Otros motivos;2021-01-01;919
2174;6;Cantabria;Otros motivos;2020-08-01;6809
2210;6;Cantabria;Otros motivos;2017-08-01;9986
2214;6;Cantabria;Otros motivos;2017-04-01;8300
2216;6;Cantabria;Otros motivos;2017-02-01;3070
2221;6;Cantabria;Otros motivos;2016-09-01;7472
2222;6;Cantabria;Otros motivos;2016-08-01;9595
2223;6;Cantabria;Otros motivos;2016-07-01;11631
2224;6;Cantabria;Otros motivos;2016-06-01;5998
2225;6;Cantabria;Otros motivos;2016-05-01;3266
2228;6;Cantabria;Otros motivos;2016-02-01;8240
2230;6;Cantabria;Otros motivos;2015-12-01;8492
2232;6;Cantabria;Otros motivos;2015-10-01;8473
2253;7;Castilla y León;Negocios y otros motivos profesionales;2024-05-01;23020
2354;7;Castilla y León;Negocios y otros motivos profesionales;2015-12-01;7448
2357;7;Castilla y León;Ocio, recreo y vacaciones;2026-01-01;47770
2358;7;Castilla y León;Ocio, recreo y vacaciones;2025-12-01;46752
